surface_m2,nb_chambres,quartier,annee_construction,garage,prix
37,1,Quartier Résidentiel,1998,1,149100
74,2,Banlieue Nord,1980,1,177100
120,4,Centre-Ville,1999,0,569800
103,2,Quartier Résidentiel,1957,1,445900
131,6,Zone Industrielle,1992,1,308800
,1,Banlieue Nord,1967,1,125600
,10,Quartier Résidentiel,2006,0,1108100
149,5,Quartier Résidentiel,1984,1,526100
72,2,Centre-Ville,1973,1,374200
59,2,Quartier Résidentiel,1991,1,281800
132,4,Centre-Ville,2010,1,707000
92,4,Banlieue Sud,1975,1,273600
114,4,Centre-Ville,1983,0,606200
101,4,Quartier Résidentiel,1959,0,398900
33,1,Centre-Ville,1970,1,196600
251,9,Centre-Ville,1980,0,1419200
187,7,Quartier Résidentiel,1975,1,780000
91,3,Quartier Résidentiel,1966,0,290800
41,1,Banlieue Sud,2013,1,151700
201,8,Quartier Résidentiel,2022,1,810500
25,1,Centre-Ville,1969,0,109700
26,1,Banlieue Nord,1978,1,100600
66,2,Zone Industrielle,1988,0,112800
99,4,Banlieue Sud,2011,1,336000
43,2,Banlieue Sud,1957,1,123800
112,5,Quartier Résidentiel,1980,0,381100
40,1,Banlieue Nord,2005,1,118400
27,1,Quartier Résidentiel,1973,0,96900
94,3,Quartier Résidentiel,1973,0,385700
187,7,Centre-Ville,2015,0,1069500
45,1,Banlieue Nord,1991,1,164300
115,4,Centre-Ville,1979,0,625600
116,4,Banlieue Sud,2002,0,311900
81,2,Centre-Ville,1996,1,523200
54,2,Quartier Résidentiel,2018,1,219100
67,1,Banlieue Sud,1973,0,140700
111,4,Banlieue Sud,2024,1,366700
50,2,Zone Industrielle,1983,0,96600
89,4,Quartier Résidentiel,2004,0,299100
27,1,Quartier Résidentiel,2004,1,113100
28,1,Quartier Résidentiel,1964,1,126300
51,2,Centre-Ville,1968,0,277600
100,3,Quartier Résidentiel,2000,0,363600
127,4,Banlieue Sud,1986,1,340900
47,2,Quartier Résidentiel,1975,1,160900
122,5,Banlieue Nord,1983,0,309300
157,6,Banlieue Sud,1994,0,439400
100,3,Banlieue Sud,1961,1,253400
78,3,Centre-Ville,1965,1,461600
71,2,Banlieue Sud,2022,1,213600
79,3,Centre-Ville,1989,0,510700
78,2,Banlieue Sud,1973,1,209700
24,1,Banlieue Sud,1955,0,55300
77,3,Quartier Résidentiel,1979,1,279700
127,5,Zone Industrielle,1993,1,210300
170,6,Quartier Résidentiel,1997,0,639500
,2,Quartier Résidentiel,1975,1,329200
70,3,Banlieue Nord,2012,0,240000
43,1,Banlieue Sud,2018,0,106700
104,5,Banlieue Sud,1962,0,279500
91,3,Quartier Résidentiel,1962,1,346200
102,4,Centre-Ville,2003,0,483300
55,2,Quartier Résidentiel,2020,0,198200
217,9,Banlieue Nord,2011,0,738300
25,1,Banlieue Sud,1980,1,80700
162,5,Quartier Résidentiel,1971,0,501200
89,4,Zone Industrielle,1980,0,178900
93,3,Banlieue Sud,2010,1,284300
82,3,Quartier Résidentiel,1976,0,320000
58,2,Banlieue Nord,1987,0,162100
145,5,Centre-Ville,1980,0,836400
63,2,Centre-Ville,2000,1,305800
142,5,Banlieue Nord,1961,1,437100
46,1,Centre-Ville,1978,1,190100
54,1,Quartier Résidentiel,1979,0,221000
131,4,Quartier Résidentiel,1976,1,496800
25,1,Banlieue Sud,1972,1,56200
42,1,Quartier Résidentiel,1981,0,162300
85,2,Banlieue Nord,1965,1,260100
118,5,Zone Industrielle,1971,1,288400
161,5,Banlieue Nord,2017,1,557000
89,4,Centre-Ville,1995,1,438300
112,4,Banlieue Nord,2008,0,370800
115,4,Banlieue Nord,1968,1,323000
39,1,Quartier Résidentiel,1996,0,172300
78,2,Banlieue Sud,1971,1,185200
98,3,Banlieue Sud,1971,1,267100
74,3,Centre-Ville,2010,1,386500
66,2,Centre-Ville,1972,1,360500
30,2,Quartier Résidentiel,2013,0,129900
140,6,Centre-Ville,1973,1,7436000
22,1,Banlieue Nord,1977,1,83900
110,4,Banlieue Nord,1999,0,306000
54,1,Quartier Résidentiel,1961,1,224800
137,4,Banlieue Sud,2008,0,435500
119,5,Banlieue Sud,2022,1,407100
150,6,Banlieue Sud,2020,1,455300
30,1,Quartier Résidentiel,2024,1,142000
89,4,Centre-Ville,2015,1,599200
45,2,Banlieue Sud,2009,0,107800
57,3,Banlieue Sud,1995,1,156100
118,5,Centre-Ville,1971,0,574500
32,1,Quartier Résidentiel,1992,0,116500
44,1,Centre-Ville,2022,1,244200
174,6,Zone Industrielle,1996,1,412400
46,2,Centre-Ville,1955,0,185700
148,5,Centre-Ville,1982,0,865700
71,2,Centre-Ville,1976,1,450400
95,3,Quartier Résidentiel,1990,1,373800
66,2,Quartier Résidentiel,2018,0,268500
,2,Banlieue Sud,1986,1,280400
105,4,Banlieue Sud,2023,1,350700
155,6,Banlieue Sud,2001,1,424200
321,10,Zone Industrielle,2003,1,702000
67,2,Quartier Résidentiel,1960,1,248100
120,4,Zone Industrielle,1986,0,239300
56,1,Quartier Résidentiel,1966,0,200300
40,1,Banlieue Sud,1968,1,130400
174,7,Centre-Ville,2020,1,1003300
53,2,Centre-Ville,1957,1,281600
130,4,Zone Industrielle,1988,1,250200
77,2,Centre-Ville,1954,1,364500
74,3,Quartier Résidentiel,1962,1,246200
100,4,Quartier Résidentiel,2023,0,403000
106,4,Banlieue Sud,2016,1,330500
146,6,Quartier Résidentiel,1957,0,523800
36,1,Banlieue Nord,1963,1,104900
121,5,Banlieue Nord,1975,0,346800
90,2,Banlieue Nord,1964,0,280300
191,7,Zone Industrielle,1977,0,337100
33,1,Quartier Résidentiel,1999,1,153200
107,4,Banlieue Sud,2019,0,378200
204,7,Quartier Résidentiel,1952,0,744100
110,3,Banlieue Sud,1967,1,288100
100,3,Banlieue Sud,1976,0,234900
87,3,Zone Industrielle,1950,1,163300
67,2,Centre-Ville,1959,1,375200
,4,Zone Industrielle,1978,1,226600
61,1,Banlieue Nord,2000,1,224200
164,7,Banlieue Sud,2019,1,565100
109,4,Quartier Résidentiel,1994,1,488800
212,8,Zone Industrielle,1960,1,369000
180,7,Centre-Ville,2015,0,882600
196,7,Quartier Résidentiel,2014,1,852500
355,10,Quartier Résidentiel,1977,0,1208200
30,1,Banlieue Nord,2015,1,122200
185,7,Quartier Résidentiel,2020,1,632800
114,3,Centre-Ville,1973,0,640700
231,9,Banlieue Nord,2003,1,710400
81,3,Banlieue Nord,1967,1,249200
134,5,Quartier Résidentiel,1961,1,537800
94,4,Banlieue Sud,2015,1,314500
121,4,Centre-Ville,1957,1,744100
68,2,Zone Industrielle,1976,1,122900
99,3,Banlieue Sud,1975,0,277000
126,4,Centre-Ville,2002,1,715100
74,2,Quartier Résidentiel,1995,1,324500
80,3,Zone Industrielle,1966,1,172200
107,3,Centre-Ville,2000,1,546800
34,1,Banlieue Nord,1956,1,99900
46,1,Quartier Résidentiel,1952,1,193800
193,7,Banlieue Sud,2012,1,579400
99,4,Quartier Résidentiel,1983,1,422100
64,2,Banlieue Sud,1973,0,174600
80,2,Banlieue Nord,1998,1,270700
265,10,Quartier Résidentiel,2007,0,1167800
107,4,Quartier Résidentiel,2021,0,395500
117,4,Quartier Résidentiel,1983,1,476100
153,6,Quartier Résidentiel,1952,1,557100
99,3,Banlieue Nord,1974,0,283800
82,2,Quartier Résidentiel,2004,1,382200
,4,Quartier Résidentiel,1982,0,501600
126,5,Zone Industrielle,1973,1,275900
92,3,Banlieue Nord,1992,0,311500
83,2,Banlieue Sud,1994,0,232900
71,2,Banlieue Sud,1968,0,195300
134,5,Centre-Ville,1982,0,647600
110,4,Zone Industrielle,2014,0,243300
52,1,Quartier Résidentiel,1969,1,165900
53,2,Quartier Résidentiel,1998,0,193100
123,4,Centre-Ville,1992,1,679700
60,2,Centre-Ville,1994,1,397200
38,1,Banlieue Sud,2015,1,133400
53,2,Quartier Résidentiel,2004,0,231500
,4,Banlieue Sud,1974,1,350000
116,4,Quartier Résidentiel,1982,0,495700
112,4,Zone Industrielle,2000,1,269100
47,1,Banlieue Sud,1962,0,110800
267,10,Quartier Résidentiel,2015,0,1231900
109,4,Banlieue Nord,2002,0,317300
108,5,Banlieue Sud,1998,0,274800
176,7,Quartier Résidentiel,1999,1,705700
53,3,Banlieue Nord,2011,0,173900
59,2,Centre-Ville,1983,0,358100
35,1,Banlieue Sud,1970,1,111500
28,1,Banlieue Sud,2001,1,94000
83,3,Quartier Résidentiel,1985,1,311600
81,2,Quartier Résidentiel,2011,1,320800
68,2,Centre-Ville,1951,0,364800
110,4,Banlieue Sud,1982,1,331600
58,2,Quartier Résidentiel,2004,1,254500
252,9,Banlieue Sud,2007,1,753300
67,2,Banlieue Nord,1956,0,218100
61,1,Quartier Résidentiel,1959,0,217900
89,3,Banlieue Nord,1976,1,253100
34,1,Zone Industrielle,2020,0,84600
141,5,Centre-Ville,2021,0,778800
37,1,Quartier Résidentiel,1956,1,158100
109,4,Banlieue Sud,1985,0,310500
86,3,Banlieue Sud,2009,1,283300
137,5,Centre-Ville,1993,0,812300
89,4,Centre-Ville,1971,1,548100
355,10,Centre-Ville,1956,1,2162200
,1,Banlieue Sud,1969,0,121900
50,2,Quartier Résidentiel,2004,0,206100
135,5,Banlieue Nord,1973,1,377100
64,2,Centre-Ville,1993,0,314400
82,2,Quartier Résidentiel,1994,0,279600
121,5,Quartier Résidentiel,1952,1,514700
57,1,Centre-Ville,2001,0,361600
101,4,Banlieue Nord,1970,0,322400
129,5,Quartier Résidentiel,2010,1,627800
61,1,Banlieue Nord,2024,1,245200
194,8,Quartier Résidentiel,1978,1,772800
144,5,Banlieue Nord,1953,0,430400
77,3,Banlieue Sud,1979,1,235400
28,1,Centre-Ville,2021,0,156100
180,7,Banlieue Nord,1958,1,629400
45,1,Quartier Résidentiel,1970,1,240300
91,3,Banlieue Nord,2003,1,331200
30,1,Centre-Ville,1999,0,138200
36,1,Quartier Résidentiel,1997,1,140500
54,1,Centre-Ville,1960,1,276500
101,4,Zone Industrielle,2017,1,226100
76,3,Banlieue Sud,2007,0,216800
141,5,Quartier Résidentiel,1987,1,460400
73,2,Banlieue Nord,1964,1,245700
420,10,Banlieue Nord,1965,1,1283800
138,5,Centre-Ville,2015,0,931200
233,9,Banlieue Sud,1996,0,699800
49,1,Centre-Ville,1952,1,280400
98,3,Quartier Résidentiel,1959,1,386600
,10,Banlieue Sud,2006,0,775800
417,10,Banlieue Nord,2011,0,1202900
64,2,Banlieue Nord,2015,1,226800
83,3,Zone Industrielle,1958,1,143500
124,5,Quartier Résidentiel,1961,0,386800
75,3,Quartier Résidentiel,2007,1,361700
62,2,Quartier Résidentiel,1973,1,263900
165,6,Quartier Résidentiel,1992,1,671300
73,3,Quartier Résidentiel,1966,0,251100
60,2,Quartier Résidentiel,1997,1,237800
102,4,Quartier Résidentiel,1999,0,406300
29,1,Banlieue Nord,1976,1,124200
59,2,Centre-Ville,1997,1,411300
202,7,Banlieue Nord,1957,1,604300
218,9,Zone Industrielle,2021,1,404300
228,9,Banlieue Sud,1991,1,503000
415,10,Quartier Résidentiel,1965,1,1578100
64,2,Banlieue Nord,2012,0,212600
101,4,Banlieue Sud,1980,1,335600
162,6,Quartier Résidentiel,2022,1,635200
241,9,Banlieue Sud,1983,1,696300
78,3,Zone Industrielle,2012,1,159900
112,3,Banlieue Sud,1988,1,309200
85,3,Banlieue Sud,1969,1,265000
164,6,Banlieue Nord,2008,1,657900
59,2,Zone Industrielle,1961,1,100700
153,5,Banlieue Sud,1992,0,470400
104,4,Quartier Résidentiel,2024,1,463900
84,3,Banlieue Sud,1973,0,244200
50,2,Zone Industrielle,1950,1,88400
77,2,Banlieue Nord,1991,1,235400
56,1,Banlieue Sud,1965,1,152900
114,4,Banlieue Nord,1956,0,315200
101,3,Zone Industrielle,2024,0,257400
264,10,Centre-Ville,1957,1,1309500
78,2,Banlieue Sud,1965,1,205800
131,5,Centre-Ville,1960,0,683800
59,2,Quartier Résidentiel,2013,1,244900
48,1,Banlieue Sud,1988,0,133400
191,8,Quartier Résidentiel,1975,1,639100
158,6,Banlieue Sud,1996,1,462300
334,10,Zone Industrielle,2012,0,535900
131,5,Banlieue Nord,1976,0,415300
57,2,Banlieue Sud,1977,1,172300
38,1,Banlieue Nord,1968,1,123600
127,4,Banlieue Sud,1969,1,340200
81,1,Zone Industrielle,1978,1,152300
,6,Banlieue Sud,1998,0,456900
44,2,Centre-Ville,2014,1,256700
34,1,Quartier Résidentiel,1955,1,163700
131,5,Quartier Résidentiel,2006,1,537000
129,5,Centre-Ville,2016,0,851900
77,4,Quartier Résidentiel,1980,0,313700
44,1,Banlieue Nord,1997,1,158000
131,4,Zone Industrielle,1982,1,282000
31,1,Banlieue Nord,1954,0,84600
77,3,Quartier Résidentiel,1987,0,270200
93,4,Banlieue Sud,2022,1,300000
99,4,Quartier Résidentiel,1986,0,495700
99,3,Quartier Résidentiel,1996,1,347000
30,1,Banlieue Sud,2004,0,75400
131,5,Centre-Ville,2021,1,765200
70,2,Banlieue Nord,2020,1,288100
41,1,Zone Industrielle,2009,0,82100
66,1,Banlieue Sud,2001,1,193500
99,3,Quartier Résidentiel,2018,1,444000
,8,Centre-Ville,2019,0,1220900
103,3,Quartier Résidentiel,1963,1,365900
90,3,Banlieue Nord,2020,1,311900
60,2,Centre-Ville,1979,0,330600
230,9,Banlieue Sud,1970,1,741800
162,5,Quartier Résidentiel,1998,1,702600
49,2,Quartier Résidentiel,1968,1,168700
192,7,Quartier Résidentiel,1953,1,659000
36,1,Banlieue Sud,2010,0,110900
29,1,Banlieue Nord,1991,1,95400
93,3,Zone Industrielle,2022,1,231000
103,3,Banlieue Sud,2019,0,370200
56,1,Centre-Ville,1974,1,351500
178,7,Zone Industrielle,2006,1,417700
111,4,Quartier Résidentiel,1970,1,470200
40,2,Banlieue Sud,2011,1,123600
37,1,Banlieue Nord,1958,0,110200
40,1,Quartier Résidentiel,1995,1,203900
47,1,Centre-Ville,1959,0,229000
105,4,Centre-Ville,1999,0,603900
143,5,Centre-Ville,1985,1,877700
362,10,Banlieue Sud,2014,0,1126800
104,3,Centre-Ville,2000,0,477300
121,4,Centre-Ville,2014,1,660300
108,4,Banlieue Sud,2011,1,343700
71,2,Centre-Ville,1997,1,392200
222,8,Banlieue Sud,1990,0,643700
91,3,Banlieue Nord,1957,0,252700
149,6,Quartier Résidentiel,1999,1,559600
48,2,Quartier Résidentiel,1955,1,180000
155,6,Quartier Résidentiel,1997,1,694800
247,8,Banlieue Nord,2002,0,859300
168,7,Quartier Résidentiel,1952,1,652200
52,2,Banlieue Nord,1968,1,184700
95,3,Centre-Ville,1967,1,451500
97,4,Quartier Résidentiel,2007,1,338100
104,4,Quartier Résidentiel,2023,1,520900
97,3,Banlieue Sud,2024,0,303600
240,9,Banlieue Sud,1964,1,724700
125,5,Quartier Résidentiel,2016,1,612400
106,3,Banlieue Sud,2006,0,349500
114,4,Banlieue Sud,2012,1,309400
124,4,Banlieue Sud,2006,1,425100
120,3,Centre-Ville,1964,0,697200
53,2,Banlieue Sud,1956,1,153100
112,4,Quartier Résidentiel,1997,0,354500
102,4,Banlieue Sud,1989,0,295100
73,3,Banlieue Nord,1961,1,217600
74,3,Quartier Résidentiel,1956,0,234900
141,5,Banlieue Nord,2012,0,434000
299,10,Centre-Ville,1986,0,1850600
81,2,Quartier Résidentiel,2001,0,274200
71,3,Quartier Résidentiel,1982,1,332800
94,3,Centre-Ville,2011,1,548400
198,7,Centre-Ville,1982,1,858400
40,1,Centre-Ville,2006,1,261100
55,2,Banlieue Sud,2024,0,177100
167,6,Quartier Résidentiel,1984,0,546900
94,3,Centre-Ville,2018,0,499600
52,1,Quartier Résidentiel,1954,0,179800
134,5,Banlieue Sud,2007,0,410200
141,6,Quartier Résidentiel,1970,0,519000
85,3,Centre-Ville,1951,1,410700
133,5,Centre-Ville,2007,1,842000
69,2,Banlieue Nord,1972,1,209800
141,6,Centre-Ville,2024,0,906400
87,3,Banlieue Nord,1997,0,282000
136,5,Quartier Résidentiel,2020,1,623200
164,6,Quartier Résidentiel,1961,1,616800
239,9,Banlieue Sud,1981,1,613900
78,3,Banlieue Sud,2015,1,224300
141,5,Banlieue Sud,1952,1,361000
57,1,Quartier Résidentiel,1961,1,202900
164,7,Banlieue Nord,2015,1,504500
174,6,Banlieue Sud,2024,1,521500
115,4,Centre-Ville,1958,1,730600
76,1,Quartier Résidentiel,1956,1,243600
41,1,Quartier Résidentiel,1965,1,137600
126,4,Banlieue Sud,1989,0,362600
279,10,Banlieue Sud,1974,0,750100
66,1,Banlieue Sud,2007,1,210600
63,2,Quartier Résidentiel,1993,1,277400
30,1,Centre-Ville,2017,0,163600
120,5,Centre-Ville,1952,0,592700
73,2,Banlieue Sud,2024,0,245400
135,4,Quartier Résidentiel,1972,1,548600
191,7,Banlieue Nord,2004,1,563400
71,3,Banlieue Nord,1993,0,188800
67,3,Banlieue Sud,1965,0,170300
232,8,Quartier Résidentiel,1970,1,1010600
111,4,Quartier Résidentiel,1974,0,451600
27,1,Centre-Ville,1968,0,146300
79,3,Quartier Résidentiel,1965,1,272300
117,4,Quartier Résidentiel,1962,1,393200
131,5,Banlieue Nord,1995,1,420100
59,1,Centre-Ville,2013,1,422700
108,4,Banlieue Nord,1970,1,278900
106,4,Centre-Ville,1955,0,545100
44,1,Quartier Résidentiel,2017,1,190700
186,6,Banlieue Nord,1976,1,638300
139,6,Quartier Résidentiel,1953,0,578900
61,2,Banlieue Sud,1973,1,212300
127,5,Banlieue Sud,2010,0,376800
77,3,Quartier Résidentiel,1992,1,244900
29,1,Quartier Résidentiel,2023,1,151500
80,2,Banlieue Sud,1988,1,227500
110,4,Quartier Résidentiel,1973,1,468700
145,5,Quartier Résidentiel,1963,1,641900
102,3,Banlieue Sud,1990,0,310600
122,4,Banlieue Sud,1983,1,367500
138,4,Banlieue Sud,2009,0,482400
101,3,Banlieue Nord,2014,0,309200
120,4,Banlieue Sud,1961,1,314400
32,1,Quartier Résidentiel,1997,1,158900
25,1,Banlieue Sud,1987,1,80100
40,1,Banlieue Sud,1974,0,97500
94,3,Quartier Résidentiel,1952,0,346800
102,4,Centre-Ville,1960,0,532300
152,6,Zone Industrielle,1964,1,331600
109,4,Banlieue Sud,2021,1,324800
41,1,Centre-Ville,2010,0,254000
117,4,Zone Industrielle,1988,1,253400
238,9,Banlieue Nord,1981,0,675400
114,5,Centre-Ville,1980,1,611900
59,1,Banlieue Nord,1967,1,148300
103,4,Banlieue Nord,1989,0,338900
52,1,Quartier Résidentiel,1958,0,163500
99,3,Banlieue Nord,1968,1,385700
103,4,Banlieue Sud,2000,0,358500
78,3,Banlieue Sud,1983,1,258500
191,7,Quartier Résidentiel,1991,1,862800
54,1,Zone Industrielle,1988,1,129700
97,3,Quartier Résidentiel,2023,1,410500
144,5,Banlieue Nord,1955,1,442500
45,2,Quartier Résidentiel,2001,1,183400
48,1,Banlieue Sud,1986,1,156500
136,5,Banlieue Sud,1960,0,330600
48,2,Banlieue Nord,1974,1,148300
187,7,Quartier Résidentiel,1977,1,734100
153,5,Zone Industrielle,1950,1,322100
44,1,Banlieue Nord,2006,1,159200
66,2,Quartier Résidentiel,2021,1,310500
92,3,Banlieue Sud,2021,0,279400
167,7,Quartier Résidentiel,2006,1,654200
84,2,Banlieue Nord,1980,1,251500
34,1,Quartier Résidentiel,1969,1,145100
147,5,Banlieue Sud,2020,1,483200
62,3,Banlieue Sud,2011,0,185800
71,2,Centre-Ville,1985,0,400200
71,3,Quartier Résidentiel,2019,0,335000
170,7,Centre-Ville,2006,1,929700
85,3,Banlieue Nord,2015,1,290100
65,3,Banlieue Nord,2001,1,241800
192,7,Centre-Ville,2009,1,1154200
82,3,Banlieue Sud,1973,1,269000
57,2,Banlieue Nord,1960,1,186900
85,3,Centre-Ville,1993,0,395900
89,3,Zone Industrielle,2014,0,169500
50,1,Quartier Résidentiel,1963,1,184700
104,4,Banlieue Sud,2019,1,304900
264,10,Zone Industrielle,2017,1,564700
78,3,Centre-Ville,1975,0,485600
61,3,Zone Industrielle,1969,1,136300
61,3,Quartier Résidentiel,1955,1,250800
45,1,Zone Industrielle,1961,1,114400
110,3,Banlieue Nord,1992,0,264200
127,5,Centre-Ville,1974,0,516300
45,2,Banlieue Sud,1997,0,135900
114,2,Banlieue Sud,2024,0,355900
91,4,Banlieue Nord,2000,0,310000
80,3,Banlieue Sud,1968,0,224700
63,3,Banlieue Sud,1967,1,173200
167,6,Zone Industrielle,2022,1,376100
83,2,Quartier Résidentiel,1957,0,300200
112,4,Banlieue Nord,1960,1,354600
100,3,Banlieue Sud,1954,1,262500
166,5,Banlieue Sud,2015,1,553200
166,6,Banlieue Nord,1995,1,499700
81,2,Zone Industrielle,1993,0,210000
56,1,Banlieue Nord,1999,0,183000
101,4,Banlieue Sud,1953,1,232800
166,6,Zone Industrielle,1992,1,422400
189,7,Zone Industrielle,2001,0,438300
167,5,Centre-Ville,1956,1,775600
29,1,Centre-Ville,2004,1,165700
177,6,Quartier Résidentiel,1973,1,828900
33,1,Quartier Résidentiel,2005,1,128500
99,4,Quartier Résidentiel,2008,0,337700
26,1,Centre-Ville,2001,0,142900
79,3,Banlieue Nord,2023,1,300500
90,3,Quartier Résidentiel,1960,0,290300
85,3,Quartier Résidentiel,1981,0,346700
90,3,Quartier Résidentiel,1962,1,363500
93,3,Quartier Résidentiel,2014,0,413700
48,2,Banlieue Sud,1986,1,150000
121,4,Banlieue Nord,2004,1,415300
191,7,Quartier Résidentiel,1983,1,776500
35,1,Quartier Résidentiel,1998,1,154900
59,2,Banlieue Sud,1971,1,159900
35,1,Banlieue Nord,1999,0,116400
72,2,Quartier Résidentiel,1963,0,237100
33,1,Quartier Résidentiel,2008,1,156300
78,3,Centre-Ville,2000,1,462400
69,2,Banlieue Nord,1953,0,186500
68,1,Banlieue Sud,2007,0,190700
121,4,Quartier Résidentiel,2015,1,525900
55,2,Centre-Ville,1968,1,259000
144,5,Zone Industrielle,2012,0,320800
36,1,Banlieue Nord,1981,0,125900
49,1,Zone Industrielle,1999,1,121300
57,2,Banlieue Sud,2006,1,179600
107,4,Quartier Résidentiel,2021,0,479800
76,3,Quartier Résidentiel,1999,1,268100
62,3,Banlieue Nord,1980,0,181200
81,3,Banlieue Nord,1984,1,255400
79,3,Banlieue Nord,1993,0,309200
75,2,Banlieue Sud,2010,1,263200
203,8,Quartier Résidentiel,2008,0,859800
54,2,Banlieue Nord,1969,0,136200
79,3,Banlieue Sud,2007,0,243600
60,1,Banlieue Sud,1983,0,163500
111,4,Banlieue Sud,2010,0,301900
107,3,Centre-Ville,1993,1,483100
57,2,Zone Industrielle,1957,1,126300
111,4,Zone Industrielle,2018,1,255700
171,7,Quartier Résidentiel,1962,1,579800
34,2,Quartier Résidentiel,2012,1,166200
269,10,Banlieue Nord,2024,1,908500
199,8,Centre-Ville,1970,1,1125500
38,1,Banlieue Sud,1997,1,126900
38,1,Zone Industrielle,1996,1,82100
37,1,Banlieue Sud,1953,1,110000
94,4,Quartier Résidentiel,1994,0,436400
94,4,Quartier Résidentiel,2018,1,344900
89,3,Banlieue Sud,2005,1,279600
34,1,Banlieue Sud,1991,0,88400
51,2,Banlieue Nord,2011,0,196600
35,1,Quartier Résidentiel,1959,0,118900
154,6,Quartier Résidentiel,1969,0,506600
34,1,Quartier Résidentiel,1954,0,129200
29,1,Quartier Résidentiel,1956,1,109500
78,3,Zone Industrielle,1952,0,132700
86,3,Banlieue Nord,1976,1,273600
49,1,Centre-Ville,1955,0,273900
107,4,Quartier Résidentiel,1973,1,434500
84,3,Zone Industrielle,2006,1,182500
35,1,Banlieue Nord,2004,1,135600
27,1,Banlieue Nord,1989,1,103100
175,7,Banlieue Sud,2007,0,510600
141,5,Quartier Résidentiel,1981,0,616400
259,9,Banlieue Sud,1982,1,682600
100,3,Zone Industrielle,1957,1,194200
79,2,Banlieue Sud,2012,0,206500
103,5,Banlieue Nord,1955,0,293900
43,2,Banlieue Sud,1974,1,145500
84,2,Zone Industrielle,1952,1,163000
40,1,Banlieue Sud,1998,0,115200
100,3,Banlieue Nord,2021,0,304600
160,6,Banlieue Sud,1967,0,402200
76,3,Banlieue Sud,2002,1,240000
60,2,Zone Industrielle,1983,1,117100
121,4,Banlieue Nord,1968,0,297500
104,5,Centre-Ville,1974,1,639500
176,6,Quartier Résidentiel,2020,0,663300
51,1,Quartier Résidentiel,1977,1,240700
